screen_name,id_str,created_at,coordinates,place,text,geo_location,text_count
350,1153746183015325696,2019-07-23 19:18:20,,,The Arctic is on fire. The Arctic is on fire. The Arctic is on fire. The Arctic is on fire. The Arctic is on fire.… https://t.co/RYumUYGoJS,,26
DavidBegnaud,1153524128537829376,2019-07-23 04:35:58,,,"This clearly shows a canister being launched, in the distance, and breaking thru the back windshield of a vehicle,… https://t.co/5tabmj5oYE",,20
DavidBegnaud,1153636337377001477,2019-07-23 12:01:51,,,I just interviewed the 23 year old protester who’s car caught fire after a Puerto Rican police fired canister lande… https://t.co/2UummRp4Tl,,21
Joseybadabing,1154110892742782976,2019-07-24 19:27:33,,,@AdamSchiff Adam is concerned about lying. He told us he had evidence. Where is your evidence. Adam Schiff is a lia… https://t.co/XyqdvCOnO9,,22
555_867_5309,1154110892327313408,2019-07-24 19:27:33,,,@joeymo69 @davidtabrown You're making mountains out of mole hills guy.  Yes those are issues but a reason to fire h… https://t.co/HW2Qdy7PEr,,21
obolyeldarb,1154110888246484992,2019-07-24 19:27:32,,,@dylan_spit_fire @BoxingAsylum It's not relevant - it's another case of trying to attack the arguer instead of the… https://t.co/NGVwI5bcin,,19
Roccosmom1216,1154110885566267392,2019-07-24 19:27:32,,,@BetteMidler Who is regulating your meds? You need to fire that person,,12
SouthMetroPIO,1154110884395941888,2019-07-24 19:27:31,,,SMFR is on scene of a natural gas leak at Salford Lane and Burntwood Way in @highlands_ranch No injuries or fire oc… https://t.co/nH92VLNqJo,,23
Synergy1Radio,1154110880940003329,2019-07-24 19:27:31,,,#NP :Priscilla - Fire  Feat. Onos Ariyo #Synergy1Radio https://t.co/CRMsgJCNdY  - @Priscillasings_ #Fire #OnosAriyo,,13
frankmonah,1154110879895564289,2019-07-24 19:27:30,,,@JaySekulow @realDonaldTrump Trump ordered McGahn to fire Mueller and when he wouldn't -ordered him to publicly den… https://t.co/ELlCeGFzXR,,18
spearswills,1154110875751604225,2019-07-24 19:27:29,,,"i don't get when to use despair, flare, fire II or umbral soul on blm",,15
flowaaabombb,1154110873943859201,2019-07-24 19:27:29,,,"they have this at the w in Times Square so fire, gotta go back w my boo https://t.co/f010BTvl40",,18
ExpressandStar,1154110872068993024,2019-07-24 19:27:28,,,"This is why there's been so much smoke in Walsall town centre this evening
https://t.co/BSyijOnDTo",,15
CarrieMay24,1154110869560864775,2019-07-24 19:27:28,,,My thighs and arms are on fire!,,7
JohnMoriartyCS,1154110868637900800,2019-07-24 19:27:28,,,Fire up the grill with this healthy(ish) BBQ sauce. https://t.co/7YZzfWO8oQ,,10
camilacruzarcht,1153524123290591233,2019-07-23 04:35:57,,,"thrown by the police, a gas set this vehicle on fire.",,11
ile2013,1153524122091249664,2019-07-23 04:35:56,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='547fe91108bd744c', url='https://api.twitter.com/1.1/geo/id/547fe91108bd744c.json', place_type='city', name='San Juan', full_name='San Juan, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-66.125093, 18.29645], [-65.991643, 18.29645], [-65.991643, 18.471881], [-66.125093, 18.471881]]]), attributes={})",@raulalexanderdp @k1000rb @DavidBegnaud Start of the FIRE!,,7
phairbot,1153524121441054721,2019-07-23 04:35:56,,,"You put in my hands a loaded gun, and then told me not to fire it",,16
NaunieC,1153524119142461440,2019-07-23 04:35:56,,,Fire Emblem: Three Houses - Get To Know The Same-Sex Supports https://t.co/urZJAlPw4K,,12
AndyKHLiu,1153524116017651712,2019-07-23 04:35:55,,,aite dyson let's wrap this up dude i got a fire kdrama episode to finish,,15
USVInews,1153524111676780545,2019-07-23 04:35:54,,,#StThomas Source: Investigators Still Sifting Evidence in Royal Dane Mall Fire https://t.co/LCes4SchF7 #USVI,,13
OrlandoRay6,1153524111282323458,2019-07-23 04:35:54,,,@marioblove @SneakerNews @Nike @KyrieIrving Dam that shoe collection is fire 🔥  you wouldn’t happen to be a size 10 would ya ??,,22
twinworld,1153524109164371968,2019-07-23 04:35:53,,,"Going to be a busy time these upcoming months.
Fire Emblem: Three Houses
Astral Chain
Legend of Zelda: Link's Awake… https://t.co/kzUzlss816",,21
iucss,1153524102256300033,2019-07-23 04:35:52,,,@Fire_Bay Hell I have to import art supplies too from Italy cause Amazon doesn't deliver here either and most store… https://t.co/s9GTRzzXnl,,21
jgllt,1153524096682082305,2019-07-23 04:35:50,,,vegan cheese pizza with nooch is fire tho,,8
efflortaescent,1153524095809675264,2019-07-23 04:35:50,,,Fckkkk I got two retweets on one of my posts I'm on fire today whew. Too much hard work so let's call it a day,,25
Belinda_McBride,1153524095079727104,2019-07-23 04:35:50,,,"@heidicullinan When the fire hit last year, the evacuation order came to the landline but not the cell phones. And… https://t.co/6H6h5xsqFu",,21
ArtMusicLife,1153524089933488129,2019-07-23 04:35:49,,,"Once upon a time Putin was worried about how we’d respond to something like this. But now, with Trump’s lips firmly… https://t.co/uIYA74MVyQ",,22
WJambles,1153524082446610438,2019-07-23 04:35:47,,,"@BTSGlobalVoting @BTS_twt fire
fake love
for you
first love",,9
SEBrown51,1153524072346767362,2019-07-23 04:35:44,,,"@brooklynmarie @shaunking And repugs say there's no such thing as climate change. Kill, I mean fire all the scientists.",,19
3milpedasos,1153524069024722944,2019-07-23 04:35:44,,,my lock screen is fire shoutout to sewp,,8
homeless_loki,1153524063735865344,2019-07-23 04:35:42,,,@homeless_ny They would come sit around the fire with me in the evenings. So did the wild turkeys. The worst part o… https://t.co/g4K3mQz5PS,,23
aliciousness007,1153524061974253568,2019-07-23 04:35:42,,,this might be the most fire dance i’ve ever seen https://t.co/Kj7NpvoRvq,,11
ShesConnoisseur,1153524060799807488,2019-07-23 04:35:42,,,I love SoundCloud I be finding all the fire joints,,10
eriicherrii,1153524053833072645,2019-07-23 04:35:40,,,"@LYAT02 Some of their vocal covers I like are:
Blackpink - playing with fire
https://t.co/oDt8qgKjAf
Flashlight… https://t.co/QrXDOoDIkv",,17
Ghostly_Natsu,1153524038490345472,2019-07-23 04:35:36,,,"Since episode 3 of Fire Force is postponed due to recent events, I decided to go ahead and check out the first two… https://t.co/gnNzrC8plA",,24
Angiee_Avacadoo,1153524035273121792,2019-07-23 04:35:36,,,Was close to a wild fire today 😜 https://t.co/KDbyclE3wo,,9
purelychristina,1153524033838702592,2019-07-23 04:35:35,,,"@babychu_0 So glad you like it!!!! ☺️ Thanks for being so patient, but I hope those snacks were worth the wait! (bt… https://t.co/ucrwapLSAk",,23
BravoTherapist,1153524018772770816,2019-07-23 04:35:32,,,@rachelzegler Fire your therapist ... Vanessa Hudgens aka Baby V is QUEEN 👑👸🏻,,13
Mohitjat21,1153524017086660608,2019-07-23 04:35:31,,,"@cryshnah Balancing can be done by selling excess forwards like mariano , lucas and with bale leaving they should b… https://t.co/todfe5iqel",,21
rogerginger,1153524014863667202,2019-07-23 04:35:31,,,"Gotta say, @chrisbharrison is on fire in this interview. But he should have thrown it to tape when Luke was lying a… https://t.co/ziZCql3Le0",,23
nizfnord,1153524013081288704,2019-07-23 04:35:30,,,@DavidBegnaud @BernabeMVC Look at this: police shooting tear gas and set a car on fire https://t.co/I5jUZQ2ZMF,,16
boyz_loona,1153524011328036864,2019-07-23 04:35:30,,,Playing with Fire best blackpink song,,6
noel_is_crack,1153524007075033088,2019-07-23 04:35:29,,,@_SirCastro Stupid fire ride safe fam,,6
daveyoung84,1153524002016636935,2019-07-23 04:35:28,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='1d9a5370a355ab0c', url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', place_type='city', name='Chicago', full_name='Chicago, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]), attributes={})",Theo needs to fire Joe Maddon. He’s costed us way too many games this year and he continues to refuse to see what i… https://t.co/hIs4x5VBez,,25
FLAGscanner,1153523988162736128,2019-07-23 04:35:24,,,#MuseumFire 7/22 9:30 PM Update to Museum Fire. Updated size. - https://t.co/VS9TRcR12Y - #Flagstaff,,14
MattGalkaFox10,1153523985448968192,2019-07-23 04:35:24,,,I’m in Flag. Words cannot describe the helpless feeling you have when you get a panicky phone call about a fire nex… https://t.co/lDM0Xlg8ZJ,,23
_ShaunS,1153523985038155776,2019-07-23 04:35:24,,,@ThatScorpboy I hope everyone that threw a punch dies in a fire!,,12
afro_insider,1153523983268139008,2019-07-23 04:35:23,,,"Reports of fire, shots at Cameroon maximum security prison – https://t.co/gXIKIv9nY7 https://t.co/HKr8gX4XwD https://t.co/cE2gNM3Rsk",,13
Nomulasrinivas4,1153523978914320388,2019-07-23 04:35:22,,,"MASSIVE FIRE ACCIDENT IN MTNL BUILDING IN BANDRA MUMBAI,RESCUE OPERATION CONTINUES. https://t.co/DXHwyFdhpL",,12
zemurian,1153523967040413699,2019-07-23 04:35:19,,,would like to thank the fire emblem trading card game for giving my lesser known favourites more art (like natasha),,20
JulieChristyn,1153523960824442880,2019-07-23 04:35:18,,,I did it!!!!!!! I only walked away with one war wound and it took two tries for a fire but I made it happen. The te… https://t.co/0WRk2sYXEz,,27
Popgeekhorror90,1153523953488617472,2019-07-23 04:35:16,,,Mood for beer and fire pit :)#feeling_lonely https://t.co/JO3EThvCrK,,8
Stream_Taeyeon,1153523952888758274,2019-07-23 04:35:16,,,"@Straightfax7 @cholosehun @herbrightsmiIe Oh don't even try the ""they have it equally bad""-bs, you don't have to co… https://t.co/c18m3zOSxr",,19
anaya_000,1153523948170223616,2019-07-23 04:35:15,,,"Members of the US military fire a gun salute as General Joseph Dunford (out of frame), Chairman of the Joint Chiefs… https://t.co/bqpv9wEwhJ",,22
tagfuchs,1153523946614120459,2019-07-23 04:35:14,,,"@Nithiel Celebration - Kool &amp; The Gang
September - Earth, Wind &amp; Fire
Let‘s Groove - Earth, Wind &amp; Fire",,20
jvrivmnicole,1153523942830874625,2019-07-23 04:35:14,,,@DavidBegnaud it’s clear here a tear gas can throw by the police is what broke the car’s rear window and ultimately… https://t.co/qQrC9WnhEH,,22
wyrmforge,1153523940486258688,2019-07-23 04:35:13,,,I just got result 'Blue Lions' on quiz 'Fire Emblem Three Houses: House Decider'. What will you get? https://t.co/8J1hi28nmU,,19
suzanne_hight,1153523940192468992,2019-07-23 04:35:13,,,May these scammers be covered in honey and then staked our naked over a mound of fire ants in the hottest part of t… https://t.co/IV4yn68epL,,25
michaelbartnett,1153523930352648193,2019-07-23 04:35:11,,,Seriously...thsi music. Basing the Gerudo Ruins theme on the Bolero of Fire is perfection https://t.co/3GiuAaAHOd,,15
xaevra,1153523926854619138,2019-07-23 04:35:10,,,I just got result 'Golden Deer' on quiz 'Fire Emblem Three Houses: House Decider'. What will you get? https://t.co/9j4OHCmcrU,,19
seanbawhite,1153523922677067776,2019-07-23 04:35:09,,,@incendian_fire @dennis_writes @ksalumnus @LetTheBodyFall @AshlynsAudio What genre do you prefer?,,10
_krackan_,1153523919321616384,2019-07-23 04:35:08,,,@Aeruner @SixZoSeven @MCGamerNetwork I still vividly remember joining your channel to tell you the server was liter… https://t.co/5DT8G8wFeE,,18
Chris_1791,1153523915039186946,2019-07-23 04:35:07,,,Police fire tear gas at protesters calling for PR governor to resign https://t.co/NafiIeBLDV via @nypost https://t.co/u70y1BDqVF,,16
TowTruckNews,1153523914871472133,2019-07-23 04:35:07,,,Air tank explodes due to vehicle fire on I-295 - WWBT NBC12 News https://t.co/mZcKESMcOL,,14
OfWindsAndFlame,1153523914024325121,2019-07-23 04:35:07,,,"@skymaidenisms • Claps his habds together happily over and over, burping out a bit of purple fire

   •〝 M - Mama. . .D - Dada? 〞",,26
jstringfieldd,1153523912401199109,2019-07-23 04:35:06,,,i love summer just as much as the next person but i’m so excited for fall so i can wear my sweaters and sit by my f… https://t.co/tIQNf8FUOu,,28
TheFabFoodGirl,1153523912384192512,2019-07-23 04:35:06,,,"update: I didn’t get caught on fire, I just managed to get an insanely stupid sunburn mere HOURS before the ceremon… https://t.co/ycOFancPqU",,22
ttorneda,1153523909901324289,2019-07-23 04:35:06,,,putting the fire out with the hose instead of the cap cause i believe in the rights of the fire to engage in no cap… https://t.co/lRbekGexey,,26
christlang_,1153523897725308928,2019-07-23 04:35:03,,,nobody told me how fire roddy ricch is,,8
wordsofAZ,1153523895309426690,2019-07-23 04:35:02,,,@DaddyShiva FIRE IN DAH YARDDDDDD 🔥😩 *baby boomers*,,8
jsta281,1153523895040765953,2019-07-23 04:35:02,,,"@UteChap The last car I bought it totally backed fire at GMC in WVC.  They took too long, I started running short o… https://t.co/NTmXJr7Apk",,24
chelseamcd12,1153523889588383744,2019-07-23 04:35:01,,,@VMmovie I need a minimum of a month my life is a dumpster fire rn,,15
ChaneloAlvaRez,1153523884060057600,2019-07-23 04:35:00,,,I hope y’all listening to that jaden album man. That shit fire,,12
teflondonzay,1153523883481403392,2019-07-23 04:34:59,,,NYC Police Commissioner James O'Neill and Mayor Bill de Blasio: Fire Daniel Pantaleo for the Murder of Eric Garner… https://t.co/Pz5yHEN5Nr,,20
JakeBroOfZeus17,1153523878293069824,2019-07-23 04:34:58,,,@TaoofStieb You started a fire lol https://t.co/M1TSinPv5E,,7
Jonatha37774323,1153523873658261504,2019-07-23 04:34:57,,,@MahgdalenRose Amazing. You are the first person I have seen to speak so succinctly about the situation in Puerto R… https://t.co/4xdXrL8uBT,,21
EpicHouseFires,1153523873083613184,2019-07-23 04:34:57,,,"yes, the carpet matches the drapes. they are on fire. the whole house is on fire.",,16
Quin4Trump,1153523869732495362,2019-07-23 04:34:56,,,"@democracy_fire @realDrOlmo @AyannaPressley Your tweet omitted that Obama fueled the lie of ""White privilege,"" drop… https://t.co/Thxj09tnl5",,16
Birbycakes,1153523865873780736,2019-07-23 04:34:55,,,I just got result 'Black Eagles' on quiz 'Fire Emblem Three Houses: House Decider'. What will you get? https://t.co/c2JEjcWCVj,,19
JewishPress,1153523857149636608,2019-07-23 04:34:53,,,The Fire - https://t.co/Ud0fuNleoq @JewishPress https://t.co/BraipJaDHz,,6
Meowstyx,1153523856172343296,2019-07-23 04:34:53,,,i was on fire with tweets today im proud of my dumbass jokes,,13
GlerumMusic,1153523851453579265,2019-07-23 04:34:52,,,U2 / The Unforgettable Fire / Indian Summer Sky / U2 / 1984 / Island https://t.co/jBapan7xlU,,16
itsnotdia,1153523845250392074,2019-07-23 04:34:50,,,@LandoSoReal It’s fire if you make it from scratch,,9
TexanAimee,1153523839344742405,2019-07-23 04:34:49,,,"Today’s product spotlight comes with a built-in spotlight... sort of.
Monjeau Sunlit Hills almost lights up as a me… https://t.co/mkH9JrEjl8",,20
bravery_avery,1153523835636875264,2019-07-23 04:34:48,,,people look at me funny when i explain to them why i don’t entertain certain people and their goofy personalities.… https://t.co/EJoL3TN6Iz,,21
PinellasPatch,1153523833942528000,2019-07-23 04:34:48,,,"The smartphone application FaceApp, made by a Russian technology company, is under fire over privacy and national s… https://t.co/QwY1Lrq5eJ",,19
elizamirk,1153523831983579136,2019-07-23 04:34:47,,,"@samanthaistan i definitely started reading sjm when i was 13, but that was when only through heir of fire was out… https://t.co/GyJlGS2UA9",,22
Sohbro1,1153523824018763776,2019-07-23 04:34:45,,,"Sketch of Flayn from Fire Emblem 3 Houses. Hopefully this ends up decent! 
#FireEmblemThreeHouses #FireEmblem… https://t.co/sA5D3qpsw4",,16
fairyofthesea1,1153523816267730945,2019-07-23 04:34:43,,,"@firespiritbott {Her eyes flickered, as water began to spiral. It was inching closer to Fire, to the spear....}

Yo… https://t.co/qmRLgiFtrL",,20
JannPedro,1153523805614202880,2019-07-23 04:34:41,,,@DB_Legends Vegeta family bout to be fire af 🤧🥵🔥,,9
M13Jay,1153523805358370817,2019-07-23 04:34:41,,,Me asf. I had some fire shit https://t.co/FgbyDdJU0H,,8
DullVivid,1153523799494733824,2019-07-23 04:34:39,,,@Oddly_Art IDEAL PERFORMANCE is climbing Death Mountain as you fucking become the Man on Fire,,15
theyscreamjaida,1153523797993185282,2019-07-23 04:34:39,,,@m_geezi Fire stick 👁,,4
jaimecope_,1153523794343915523,2019-07-23 04:34:38,,,napa friends stay safe ): i just found out that there’s a fire,,13
fierydaddy,1153523789847678977,2019-07-23 04:34:37,,,"Barns Courtney -- The Attractions of Youth

1. Fire
2. Hellfire
3. The Attractions of Youth",,16
dalytaparrish,1153523785271840768,2019-07-23 04:34:36,,,.@DavidBegnaud a tear gas canister thrown by the police started the fire. https://t.co/4BOgeVRBjt,,13
cwilbourn23,1153523781748625408,2019-07-23 04:34:35,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='288de3df481163e8', url='https://api.twitter.com/1.1/geo/id/288de3df481163e8.json', place_type='admin', name='Alabama', full_name='Alabama, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]]), attributes={})",@Bdlankford14 Fire ain’t it bro,,5
mroliver25,1153523776295972865,2019-07-23 04:34:34,,,@Stori585 Because he has the tendency to have a fire round and fade the rest of the battle. He’s lost quite a few b… https://t.co/ZC6Lx3lcqj,,25
needpassport,1153523774844809217,2019-07-23 04:34:34,,,"I can't think of fire tweets no more!!!

I AINT GET NO RE COG NISHEN",,15
erinstrout,1153523773087240192,2019-07-23 04:34:33,,,Flagstaff is on fire and Brooklyn is under water. Just 2 examples. This is our future. https://t.co/a0Yw01m7Df,,17
transbay,1153523768322510848,2019-07-23 04:34:32,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='5a110d312052166f', url='https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', place_type='city', name='San Francisco', full_name='San Francisco, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]), attributes={})",@burritojustice @markasaurus If fire-breathing dragons start guarding turnstiles I am 110% blaming you.,,13
cory_halwood30,1153523767798140928,2019-07-23 04:34:32,,,I bet money that the Flagstaff fire was started by a white person! NO CAP!!,,15
iva_mosquera,1153523760743497728,2019-07-23 04:34:30,,,Play w’ fire.,,3
fire_princess2,1153523758130446336,2019-07-23 04:34:30,,,@AkuVtuber *She blushes even more and give you her collar*,,10
sweetpapidulce,1153523738161418240,2019-07-23 04:34:25,,,@mcurtisgeorge @j_aragon504 Yo this shit fire,,6
PauljGarth,1153523737993633792,2019-07-23 04:34:25,,,Had to call the emergency vet at 8 and the fire department / gas company 10. What a night!,,19
BUDDHAsPALM,1153523737490276352,2019-07-23 04:34:25,,,@soychicka @MelMcB23 @saradannerdukic @JustGoAway13 @lauferlaw That’s also the same day that the Russian sub fire happened,,16
poipoiple,1153523722503897088,2019-07-23 04:34:21,,,@huachengxielian Fire Emblem is dropping this Friday... 😊,,8
michaeldrake_,1153523716476887041,2019-07-23 04:34:20,,,This some fire ommm https://t.co/5oNmrsjGAZ,,5
edittenhoefer,1153523714631356416,2019-07-23 04:34:19,,,"Driftwood brought the fire @GrassRootsFest @ Trumansburg, New York https://t.co/k4bdjqSP4Q",,10
StillinBruges,1153523693479481350,2019-07-23 04:34:14,,,"https://t.co/WxQ3ubKgcX

My favorite song at the moment.",,7
MarkoftheQuill,1153523693290700800,2019-07-23 04:34:14,,,starting fire force now only 2 eps up tho,,9
lucymatu1,1153523692283944960,2019-07-23 04:34:14,,,@IlhanMN #KeepTexasRed #Trump2020 #DrainTheDeepStateSwamp and fire illegal immigrants in Congress,,10
realramsaysnow,1153523680967892994,2019-07-23 04:34:11,,,@IDEASOFICE_FIRE Isnt written cture like 6-10k years old. If i am correct around 6-8 mankind had a EXTREME leap in… https://t.co/F9DYD3k2aP,,21
AFP,1153523678811791361,2019-07-23 04:34:11,,,#UPDATE The Russian jet breached South Korean airspace twice prompting the Air Force to scramble fighter jets and f… https://t.co/Xkc1jVlwsm,,20
PegsGoldenBoy,1153523677977292800,2019-07-23 04:34:10,,,"That was fire, back in the day.",,7
samanthaenoell,1153523676584636417,2019-07-23 04:34:10,,,Hold up this about to be so fire Peppa’s gonna turn into bacon https://t.co/ihOXVn2gFZ,,14
LegacyKnows,1153523675032891392,2019-07-23 04:34:10,,,"My computer caught on fire from all the dust so I poured apple juice on it and now it’s fine. 

I’ll be live in a second, let’s go👾",,28
queenmakaveli_,1153523672365371392,2019-07-23 04:34:09,,,bro my homeboy song is fire af!!!!! People go fw this hoe.,,12
fieryjk,1153523670414794753,2019-07-23 04:34:09,,,@tinyvhopekook Idk but the forest is on fire,,8
WEARY_SH1TA55,1153523662936559616,2019-07-23 04:34:07,,,hate to be a stickler but the truck wasn't on fire so dudes who flipped it over have not achieved hero status. bunch of show-offs,,25
radicalseabies,1153523658301644800,2019-07-23 04:34:06,,,kinda feeling a bit tempted to get the new fire emblem?? idk if im quite feeling $70 tempted tho,,19
silmvry,1153523653096673281,2019-07-23 04:34:04,,,@DavidBegnaud @WapaTV There's a video that proves that the fire was caused by a gas can throwned by the police!!,,20
danihannn,1153523649422360576,2019-07-23 04:34:04,,,that ny line up so fire la better be similar 🤦‍♂️,,11
jooohncaballero,1153523647165845504,2019-07-23 04:34:03,,,Grace under fire,,3
CHI_Fire_soccer,1153523641331544064,2019-07-23 04:34:02,,,MLS stepping in? https://t.co/yHoGTnA7FW,,4
SzofiJ,1153523628169809920,2019-07-23 04:33:59,,,it's so effin mushi mushi today that i lowkey want to set myself on fire so i'd feel it's reasonable to feel so uncomfortable.,,24
